reply_text,reply_username,reply_date,language,tweet_id
দমদম-ব্যারাকপুর সাংগঠনিক জেলার তৃণমূল কংগ্রেসের সভাপতি হিসাবে  নিযুক্ত হবার জন্য পার্থ ভৌমিক মহাশয় কে ফ্যাম কমিউনিটির পক্ষ থেকে জানাই আন্তরিক শুভেচ্ছা ও জাতীয়তাবাদী সবুজ অভিনন্দন। @ParthaAITC #FAM4TMC,@amitava15911870,2025-05-20T19:33:44.000Z,bn,-7569576691552900000
Jai bangla,@mondal_sob52104,2025-05-20T19:40:24.000Z,hi,-7569576691552900000
Its your duty to protect the people. Money is tax payer's money. Not your charity,@GopalK69625609,2025-05-20T20:27:59.000Z,en,-7569576691552900000
S̊o̊ g̊o̊o̊d̊,@RaghunathD59888,2025-05-20T20:33:57.000Z,und,-7569576691552900000
Wow great,@nawed_zaman4,2025-05-20T20:57:15.000Z,en,-7569576691552900000
আমার গরিব ছেলে আমার কি পেলাম,@MdhakimMon30853,2025-05-20T23:50:03.000Z,bn,-7569576691552900000
Mamata Banerjee Jindabad,@DobaiRohim,2025-05-21T00:12:25.000Z,hi,-7569576691552900000
Joy bangla,@Preetkaur125375,2025-05-20T11:14:47.000Z,tl,-7569576691552900000
"We're proud to be under Didi rule, her concerned for the farmers and their difficulties has proved that she is stands for making the mati of Bengal gold. Joy Bangla",@AlfiaAyub,2025-05-20T11:16:08.000Z,en,-7569576691552900000
JOYBANGLA,@JONY16973661,2025-05-20T11:18:07.000Z,ht,-7569576691552900000
জয়বাংলা। বাংলা এগিয়ে দিদির হাতধরে । #IWM_MALDA_TWON,@JONY16973661,2025-05-20T11:18:22.000Z,bn,-7569576691552900000
Khub valo korechhen ba ba ba ba,@PritamB73742131,2025-05-20T11:19:46.000Z,in,-7569576691552900000
@BanglarGorboMB,@IndraniAITC,2025-05-20T11:20:49.000Z,qam,-7569576691552900000
জয় বাংলা,@AbhinandanAITC,2025-05-20T11:23:45.000Z,bn,-7569576691552900000
potato madam??,@bravoooo99,2025-05-20T11:25:45.000Z,pl,-7569576691552900000
জয় বাংলা,@SantanuDuttaRNJ,2025-05-20T11:28:20.000Z,bn,-7569576691552900000
Thanks to government of west Bengal....,@SougataCha61170,2025-05-20T11:30:22.000Z,en,-7569576691552900000
জয় বাংলা,@khokon1965,2025-05-20T11:31:59.000Z,bn,-7569576691552900000
Please invest in infrastructure and kolkata for IT,@Bijuwanderlust,2025-05-20T11:48:10.000Z,en,-7569576691552900000
"Upload error dekhache can't post now, I will try later",@anuron_mon2109,2025-05-20T11:56:48.000Z,en,-7569576691552900000
জয় বাংলা,@SantanuDuttaRNJ,2025-05-20T11:28:20.000Z,bn,-7569576691552900000
Thanks to government of west Bengal....,@SougataCha61170,2025-05-20T11:30:22.000Z,en,-7569576691552900000
জয় বাংলা,@khokon1965,2025-05-20T11:31:59.000Z,bn,-7569576691552900000
Please invest in infrastructure and kolkata for IT,@Bijuwanderlust,2025-05-20T11:48:10.000Z,en,-7569576691552900000
"Upload error dekhache can't post now, I will try later",@anuron_mon2109,2025-05-20T11:56:48.000Z,en,-7569576691552900000
8,@Firozkcrypto,2025-05-20T12:01:42.000Z,und,-7569576691552900000
#joybangla,@DeepAitc,2025-05-20T12:03:33.000Z,qme,-7569576691552900000
https://rupeshranjanwrites.blogspot.com/2025/05/bharat-ratna-for-kohli-deserving-honor.html…,@rupeshr16616390,2025-05-20T12:07:32.000Z,qme,-7569576691552900000
জয় বাংলা,@MontuKh49735487,2025-05-20T12:30:13.000Z,bn,-7569576691552900000
বাংলার মানবিক মুখ্যমন্ত্রী  মমতা বন্দ্যোপাধ্যায় জিন্দাবাদ,@JaydeepPan88126,2025-05-20T12:34:51.000Z,bn,-7569576691552900000
জয় বাংলা,@RuksanaAITC2,2025-05-20T13:16:51.000Z,bn,-7569576691552900000
Bhagwan isko uthale jldi,@Pranjaljoshi93,2025-05-20T13:37:27.000Z,tl,-7569576691552900000
"দিদি, কৃষক বন্ধুর টাকা পেয়েছি কিন্তু দুর্দশাগ্রস্ত অবস্থার জন্য জমি বিক্রি করতে হয়েছে তাহলে কি আর কৃষক বন্ধুর টাকা পাবনা?",@MDJAHANGIRALAML,2025-05-20T13:50:38.000Z,bn,-7569576691552900000
Good job,@MehtabA41152084,2025-05-20T13:57:06.000Z,en,-7569576691552900000
Excited to share that the State Govt. is delivering much-needed financial aid of ₹158 crore to over 1 lakh potato farmers in Bengal. #SupportingFarmers #BengalAgriculture,@SkMorselimAITC,2025-05-20T14:00:24.000Z,en,-7569576691552900000
Please resign,@pankajbhakat752,2025-05-20T14:02:53.000Z,en,-7569576691552900000
https://rupeshranjanwrites.blogspot.com/2025/05/bharat-ratna-for-kohli-deserving-honor.html…,@rupeshr16616390,2025-05-20T12:07:32.000Z,qme,-7569576691552900000
জয় বাংলা,@MontuKh49735487,2025-05-20T12:30:13.000Z,bn,-7569576691552900000
বাংলার মানবিক মুখ্যমন্ত্রী  মমতা বন্দ্যোপাধ্যায় জিন্দাবাদ,@JaydeepPan88126,2025-05-20T12:34:51.000Z,bn,-7569576691552900000
জয় বাংলা,@RuksanaAITC2,2025-05-20T13:16:51.000Z,bn,-7569576691552900000
Bhagwan isko uthale jldi,@Pranjaljoshi93,2025-05-20T13:37:27.000Z,tl,-7569576691552900000
"দিদি, কৃষক বন্ধুর টাকা পেয়েছি কিন্তু দুর্দশাগ্রস্ত অবস্থার জন্য জমি বিক্রি করতে হয়েছে তাহলে কি আর কৃষক বন্ধুর টাকা পাবনা?",@MDJAHANGIRALAML,2025-05-20T13:50:38.000Z,bn,-7569576691552900000
Good job,@MehtabA41152084,2025-05-20T13:57:06.000Z,en,-7569576691552900000
Excited to share that the State Govt. is delivering much-needed financial aid of ₹158 crore to over 1 lakh potato farmers in Bengal. #SupportingFarmers #BengalAgriculture,@SkMorselimAITC,2025-05-20T14:00:24.000Z,en,-7569576691552900000
Please resign,@pankajbhakat752,2025-05-20T14:02:53.000Z,en,-7569576691552900000
আমাদের গ্রামের রাস্তাটা দেখবেন একদম খারাপ হয়ে গেছে চার বছর ধরে খারাপ গাড়ি চলাফেরা অসুবিধা হচ্ছে। থানা ধনিয়াখালি দশঘোড়া712402গ্রাম হামিদা বাটি,@aef48d4bee6443b,2025-05-20T14:35:19.000Z,bn,-7569576691552900000
#IndiaWantsMamataDi #iwmnanoor,@SekhDoni,2025-05-20T14:35:28.000Z,qme,-7569576691552900000
Very good,@Magickavitha,2025-05-20T14:41:05.000Z,en,-7569576691552900000
Joybangla,@aitcRajabar,2025-05-20T14:51:02.000Z,ht,-7569576691552900000
You are a curse to West Bengal and the Nation. Gaddar ho tum,@SumitKu16652491,2025-05-20T15:02:58.000Z,en,-7569576691552900000
Very nice,@fazlenabi_k,2025-05-20T15:07:45.000Z,en,-7569576691552900000
Proud to see the State Government taking action to help potato farmers in Bengal by releasing financial assistance of ₹158 crore. #SupportOurFarmers #Ban,@MahafijM28103,2025-05-20T15:13:08.000Z,en,-7569576691552900000
আমাদের গ্রামের রাস্তাটা দেখবেন একদম খারাপ হয়ে গেছে চার বছর ধরে খারাপ গাড়ি চলাফেরা অসুবিধা হচ্ছে। থানা ধনিয়াখালি দশঘোড়া712402গ্রাম হামিদা বাটি,@aef48d4bee6443b,2025-05-20T14:35:19.000Z,bn,-7569576691552900000
#IndiaWantsMamataDi #iwmnanoor,@SekhDoni,2025-05-20T14:35:28.000Z,qme,-7569576691552900000
Very good,@Magickavitha,2025-05-20T14:41:05.000Z,en,-7569576691552900000
Joybangla,@aitcRajabar,2025-05-20T14:51:02.000Z,ht,-7569576691552900000
You are a curse to West Bengal and the Nation. Gaddar ho tum,@SumitKu16652491,2025-05-20T15:02:58.000Z,en,-7569576691552900000
Very nice,@fazlenabi_k,2025-05-20T15:07:45.000Z,en,-7569576691552900000
Proud to see the State Government taking action to help potato farmers in Bengal by releasing financial assistance of ₹158 crore. #SupportOurFarmers #Ban,@MahafijM28103,2025-05-20T15:13:08.000Z,en,-7569576691552900000
Jai Bangla,@MySantipur,2025-05-20T15:34:38.000Z,hi,-7569576691552900000
West Bangal faltu government,@Santosh69657349,2025-05-20T15:38:56.000Z,en,-7569576691552900000
Didi DA diye esob korle valo hoto...tai noi ki... Amar kachhe family chalabar 10000 taka nai ar 158 taka daan korbo!!! Ki kore ??,@GolamK21554,2025-05-20T15:43:41.000Z,hi,-7569576691552900000
"Mamata madam don't focus on trivial issues, focus on National issues.",@mskindoc,2025-05-20T15:53:53.000Z,en,-7569576691552900000
জয় বাংলা #KhelaHobe,@susantapau81530,2025-05-20T16:31:35.000Z,bn,-7569576691552900000
It is highly unfortunate that farmers suicide in Maharashtra. Where there is a will there is a way. Thank you CM Didi.,@AkbarHu60509797,2025-05-20T17:09:21.000Z,en,-7569576691552900000
জনোনেত্রী মমতা বন্দ্যোপাধ্যায় জিন্দাবাদ,@Leton634673,2025-05-20T17:12:15.000Z,bn,-7569576691552900000
mamta very sexy,@sv8803084,2025-05-20T17:18:22.000Z,is,-7569576691552900000
Jay Bangla,@HumayunHhpAitc,2025-05-20T17:48:37.000Z,ht,-7569576691552900000
Why Only Jay Bangla.....Why not Jai Hind too....,@sandeepnray,2025-05-20T17:53:34.000Z,en,-7569576691552900000
Jay Bangla,@HumayunHhpAitc,2025-05-20T17:48:37.000Z,ht,-7569576691552900000
Why Only Jay Bangla.....Why not Jai Hind too....,@sandeepnray,2025-05-20T17:53:34.000Z,en,-7569576691552900000
Excellent awesome Didi Pronam janai aapnake khub bhalo,@JAYANTAMUKHOP11,2025-05-20T17:57:22.000Z,in,-7569576691552900000
Probably some good news will come out in future regarding suffering teachers....elections are coming....let's see what happens.Can only pray for their well being.,@devrinku455,2025-05-20T18:05:02.000Z,en,-7569576691552900000
Ok,@De06Dey,2025-05-20T18:31:02.000Z,und,-7569576691552900000
"What is happening on DA reimbursement, respected Madam?",@tirthankarhindu,2025-05-20T18:45:14.000Z,en,-7569576691552900000
Jai Bangla,@Meejan_AITC,2025-05-21T00:24:06.000Z,hi,-7569576691552900000
জয় বাংলা,@parthasam80,2025-05-21T00:35:32.000Z,bn,-7569576691552900000
That must be for Bangladeshi ghuspetiyas...,@SFulsunge,2025-05-21T00:37:28.000Z,hi,-7569576691552900000
Among the 1 lakh how many bengladeshi are there  Can you please tell us,@Nikunjamalakar3,2025-05-21T00:55:40.000Z,en,-7569576691552900000
Potato farmers of Balgadeshi in stead of Potato farmers of Bengal,@_vishal_verma,2025-05-21T01:42:43.000Z,en,-7569576691552900000
You can transfer 1000 crores also. These kind of bribing of money from taxpayers has to stop.,@itsmesridhar222,2025-05-21T01:59:32.000Z,en,-7569576691552900000
Please bring some projects in Kolkata IT hub.  @MamataOfficial  @BanglarGorboMB,@SmitaDutta1234,2025-05-21T02:08:05.000Z,en,-7569576691552900000
"I am ashamed that when Nation needed support at the time of Phalagam Attack, @AITCofficial @iamyusufpathan denied and couldn't stand for nation. For them it was a matter of Centre.   Appeasement politics",@samarthtiwari,2025-05-21T02:22:11.000Z,en,-7569576691552900000
"Congratulations"" DIDI""",@AKBARNAZIR68393,2025-05-21T02:46:17.000Z,fr,-7569576691552900000
#MamataBanerjee zindabad,@RajeshMann45392,2025-05-21T02:46:52.000Z,lv,-7569576691552900000
Potato farmers of Balgadeshi in stead of Potato farmers of Bengal,@_vishal_verma,2025-05-21T01:42:43.000Z,en,-7569576691552900000
You can transfer 1000 crores also. These kind of bribing of money from taxpayers has to stop.,@itsmesridhar222,2025-05-21T01:59:32.000Z,en,-7569576691552900000
Please bring some projects in Kolkata IT hub.  @MamataOfficial  @BanglarGorboMB,@SmitaDutta1234,2025-05-21T02:08:05.000Z,en,-7569576691552900000
"I am ashamed that when Nation needed support at the time of Phalagam Attack, @AITCofficial @iamyusufpathan denied and couldn't stand for nation. For them it was a matter of Centre.   Appeasement politics",@samarthtiwari,2025-05-21T02:22:11.000Z,en,-7569576691552900000
"Congratulations"" DIDI""",@AKBARNAZIR68393,2025-05-21T02:46:17.000Z,fr,-7569576691552900000
#MamataBanerjee zindabad,@RajeshMann45392,2025-05-21T02:46:52.000Z,lv,-7569576691552900000
জয় বাংলা,@AnkitaKarm65295,2025-05-21T04:06:44.000Z,bn,-7569576691552900000
Scheme  Scam And when will you pay DA ?,@RAYY5Y,2025-05-21T04:22:23.000Z,en,-7569576691552900000
Excellent!,@GopalPrasa,2025-05-21T04:39:26.000Z,fr,-7569576691552900000
Great Initiative by CM West Bengal,@Insight5555,2025-05-21T06:31:34.000Z,en,-7569576691552900000
#BanglarGorboMamata,@AitcLakshmi,2025-05-21T06:42:01.000Z,qme,-7569576691552900000
#MamataBanerjee,@kolimuddinsk2,2025-05-21T06:46:13.000Z,qme,-7569576691552900000
"It's not for potato farmers it's for only rohingya muslims and jihadis to increase voilence in West Bengal, if it is possible please provide the details of farmers name with their account number. But we all know that you won't provide details. Jai Shri Ram...",@Cynosourerocks,2025-05-21T07:12:51.000Z,en,-7569576691552900000
